site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
4346,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou ,,China,25.55,107.04
4347,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 1,,China,25.43,107.67
4348,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 2,,China,25.25,107.71
4349,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 3,,China,25.21,107.79
4350,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 4,,China,25.47,107.79
4351,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 5,,China,25.3,107.87
4352,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 6,,China,25.55,107.88
4353,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 7,,China,25.21,107.91
4354,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 8,,China,25.33,107.91
4355,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 9,,China,25.55,107.92
4356,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 10,,China,25.21,107.95
4357,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 11,,China,25.25,107.95
4358,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 12,,China,25.55,107.96
4359,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 13,,China,25.21,107.99
4360,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 14,,China,25.25,107.99
4361,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 15,,China,25.4,107.99
4362,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 16,,China,25.25,108.02
4363,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 17,,China,25.4,108.02
4364,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 18,,China,25.58,108.05
4365,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 19,,China,25.37,108.06
4366,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 20,,China,25.55,108.09
4367,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 21,,China,25.58,108.09
4368,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 22,,China,25.52,108.1
4369,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 23,,China,25.37,108.14
4370,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 24,,China,25.43,108.14
4371,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 25,,China,25.47,108.14
4372,11419,Productivity as related to diversity and age in planted versus natural forests,Lipo Guizhou 26,,China,25.52,108.14
4373,11419,Productivity as related to diversity and age in planted versus natural forests,Lipu Guangxi ,,China,24.45,110.23
4374,11419,Productivity as related to diversity and age in planted versus natural forests,Liuhe Jilin ,,China,42.2,125.7
4375,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan ,,China,28.57,113.9
4376,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 1,,China,28.23,113.93
4377,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 2,,China,28.27,113.98
4378,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 3,,China,28.23,114.02
4379,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 4,,China,28.42,114.06
4380,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 5,,China,28.48,114.15
4381,11419,Productivity as related to diversity and age in planted versus natural forests,Liuyang Hunan 6,,China,28.42,114.23
4382,11419,Productivity as related to diversity and age in planted versus natural forests,Longan Guangxi ,,China,22.93,107.55
4383,11419,Productivity as related to diversity and age in planted versus natural forests,Longan Guangxi 1,,China,23.07,107.79
4384,11419,Productivity as related to diversity and age in planted versus natural forests,Longhua Hebei ,,China,41.6,117.2
4385,11419,Productivity as related to diversity and age in planted versus natural forests,Longjing Jilin ,,China,42.6,129.5
4386,11419,Productivity as related to diversity and age in planted versus natural forests,Longli Guizhou ,,China,26.37,106.97
4387,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong ,,China,24.58,104.86
4388,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong 1,,China,24.45,105.28
4389,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong 2,,China,24.45,105.39
4390,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong 3,,China,24.73,105.45
4391,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong 4,,China,24.88,106.35
4392,11419,Productivity as related to diversity and age in planted versus natural forests,Longlin Guangdong 5,,China,24.88,106.41
4393,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi ,,China,25.82,109.8
4394,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 1,,China,25.97,109.86
4395,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 2,,China,25.6,109.92
4396,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 3,,China,25.82,109.92
4397,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 4,,China,25.88,109.98
4398,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 5,,China,26.1,110.04
4399,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 6,,China,26,110.1
4400,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 7,,China,25.88,110.16
4401,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 8,,China,25.88,110.22
4402,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 9,,China,25.97,110.22
4403,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 10,,China,26.03,110.22
4404,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 11,,China,25.75,110.28
4405,11419,Productivity as related to diversity and age in planted versus natural forests,Longsheng Guangxi 12,,China,25.97,110.28
4406,11419,Productivity as related to diversity and age in planted versus natural forests,Luanchuan Henan ,,China,33.5,111.7
4407,11419,Productivity as related to diversity and age in planted versus natural forests,Lufeng Guangdong ,,China,22.9,115.6
4408,11419,Productivity as related to diversity and age in planted versus natural forests,Luntai Xinjiang ,,China,41.7,84.3
4409,11419,Productivity as related to diversity and age in planted versus natural forests,Luocheng Guangxi ,,China,25.02,108.62
4410,11419,Productivity as related to diversity and age in planted versus natural forests,Luocheng Guangxi 1,,China,25.02,108.68
4411,11419,Productivity as related to diversity and age in planted versus natural forests,Luocheng Guangxi 2,,China,25.1,108.74
4412,11419,Productivity as related to diversity and age in planted versus natural forests,Luodian Guangxi ,,China,25.43,106.96
4413,11419,Productivity as related to diversity and age in planted versus natural forests,Luzhai Guangxi ,,China,24.67,110.11
4414,11419,Productivity as related to diversity and age in planted versus natural forests,Mabian Sichuan ,,China,28.8,103.5
4415,11419,Productivity as related to diversity and age in planted versus natural forests,Maerkangli Sichuan ,,China,31.6,102.8
4416,11419,Productivity as related to diversity and age in planted versus natural forests,Majiang Guizhou ,,China,26.55,107.74
4417,11419,Productivity as related to diversity and age in planted versus natural forests,Manasi Xinjiang ,,China,44.3,86.2
4418,11419,Productivity as related to diversity and age in planted versus natural forests,Mang mountain Hunan ,,China,24.9,112.8
4419,11419,Productivity as related to diversity and age in planted versus natural forests,Mangui Inner Mongolia ,,China,52,122.2
4420,11419,Productivity as related to diversity and age in planted versus natural forests,Mangui Inner Mongolia 1,,China,52.3,122.2
4421,11419,Productivity as related to diversity and age in planted versus natural forests,Maoer mountain Heilongjiang and Liangshui Heilongjiang ,,China,45.2,127.3
4422,11419,Productivity as related to diversity and age in planted versus natural forests,Maoershan Heilongjiang ,,China,45.2,127.5
4423,11419,Productivity as related to diversity and age in planted versus natural forests,Mashan Guangxi ,,China,23.57,108.36
4424,11419,Productivity as related to diversity and age in planted versus natural forests,Mayang Hunan ,,China,27.62,109.58
4425,11419,Productivity as related to diversity and age in planted versus natural forests,Meitan Guizhou ,,China,27.53,107.32
4426,11419,Productivity as related to diversity and age in planted versus natural forests,Meitan Guizhou 1,,China,27.82,107.41
4427,11419,Productivity as related to diversity and age in planted versus natural forests,Meitan Guizhou 2,,China,27.7,107.52
4428,11419,Productivity as related to diversity and age in planted versus natural forests,Meitan Guizhou 3,,China,27.7,107.57
4429,11419,Productivity as related to diversity and age in planted versus natural forests,Meitan Guizhou 4,,China,27.7,107.61
4430,11419,Productivity as related to diversity and age in planted versus natural forests,Mengshan Guangxi ,,China,24.15,110.65
4431,11419,Productivity as related to diversity and age in planted versus natural forests,Mengyang Shandong ,,China,35.7,117.9
4432,11419,Productivity as related to diversity and age in planted versus natural forests,Minqing Fujian 1,,China,26.3,118.7
4433,11419,Productivity as related to diversity and age in planted versus natural forests,Moerdaoga Inner Mongolia ,,China,51.3,120.8
4434,11419,Productivity as related to diversity and age in planted versus natural forests,Mouping Shandong ,,China,37.2,121.7
4435,11419,Productivity as related to diversity and age in planted versus natural forests,Mulei Xinjiang ,,China,43.8,90.3
4436,11419,Productivity as related to diversity and age in planted versus natural forests,Nakou Fujian ,,China,27.1,117.6
4437,11419,Productivity as related to diversity and age in planted versus natural forests,Nandan Guangxi ,,China,25.3,107.18
4438,11419,Productivity as related to diversity and age in planted versus natural forests,Nandan Guangxi 1,,China,25.38,107.19
4439,11419,Productivity as related to diversity and age in planted versus natural forests,Nandan Guangxi 2,,China,25.23,107.3
4440,11419,Productivity as related to diversity and age in planted versus natural forests,Nandan Guangxi 3,,China,24.8,107.41
4441,11419,Productivity as related to diversity and age in planted versus natural forests,Nanjiang Sichuan ,,China,32.3,106.8
4442,11419,Productivity as related to diversity and age in planted versus natural forests,Nanning Guangxi ,,China,23,108.31
4443,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Fujian ,,China,26.7,118
4444,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Fujian 1,,China,26.6,118.1
4445,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Fujian 2,,China,26.5,118.6
4446,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan ,,China,33.6,103.49
4447,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 1,,China,33.23,103.5
4448,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 2,,China,33.27,103.54
4449,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 3,,China,33.33,103.54
4450,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 4,,China,33.55,103.54
4451,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 5,,China,33.57,103.54
4452,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 6,,China,33.18,103.58
4453,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 7,,China,33.25,103.58
4454,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 8,,China,33.27,103.58
4455,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 9,,China,33.28,103.58
4456,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 10,,China,33.3,103.58
4457,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 11,,China,33.42,103.58
4458,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 12,,China,33.55,103.58
4459,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 13,,China,33.57,103.58
4460,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 14,,China,33.58,103.58
4461,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 15,,China,33.6,103.58
4462,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 16,,China,33.67,103.62
4463,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 17,,China,33.25,103.63
4464,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 18,,China,33.28,103.63
4465,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 19,,China,33.3,103.63
4466,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 20,,China,33.45,103.63
4467,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 21,,China,33.55,103.66
4468,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 22,,China,33.57,103.66
4469,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 23,,China,33.62,103.66
4470,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 24,,China,33.63,103.66
4471,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 25,,China,33.67,103.66
4472,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 26,,China,33.33,103.67
4473,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 27,,China,33.5,103.67
4474,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 28,,China,33.52,103.67
4475,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 29,,China,33.53,103.67
4476,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 30,,China,33.57,103.69
4477,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 31,,China,33.18,103.71
4478,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 32,,China,33.2,103.71
4479,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 33,,China,33.23,103.71
4480,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 34,,China,33.3,103.71
4481,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 35,,China,33.5,103.71
4482,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 36,,China,33.52,103.71
4483,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 37,,China,33.53,103.71
4484,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 38,,China,33.55,103.71
4485,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 39,,China,33.57,103.71
4486,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 40,,China,33.58,103.71
4487,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 41,,China,33.6,103.71
4488,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 42,,China,33.62,103.71
4489,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 43,,China,33.67,103.71
4490,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 44,,China,33.68,103.71
4491,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 45,,China,33.3,103.75
4492,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 46,,China,33.32,103.75
4493,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 47,,China,33.57,103.75
4494,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 48,,China,33.58,103.75
4495,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 49,,China,33.6,103.75
4496,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 50,,China,33.62,103.75
4497,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 51,,China,33.65,103.75
4498,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 52,,China,33.67,103.75
4499,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 53,,China,32.6,103.76
4500,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 54,,China,33.25,103.76
4501,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 55,,China,33.33,103.76
4502,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 56,,China,33.55,103.76
4503,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 57,,China,33.6,103.76
4504,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 58,,China,33.28,103.77
4505,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 59,,China,33.32,103.77
4506,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 60,,China,33.48,103.79
4507,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 61,,China,33.65,103.79
4508,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 62,,China,33.32,103.8
4509,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 63,,China,33.18,103.84
4510,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 64,,China,33.22,103.84
4511,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 65,,China,33.28,103.84
4512,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 66,,China,33.52,103.84
4513,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 67,,China,33.53,103.84
4514,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 68,,China,33.65,103.84
4515,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 69,,China,33.67,103.84
4516,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 70,,China,33.25,103.88
4517,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 71,,China,33.52,103.88
4518,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 72,,China,33.65,103.88
4519,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 73,,China,33.67,103.88
4520,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 74,,China,33.13,103.89
4521,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 75,,China,33.58,103.92
4522,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 76,,China,33.6,103.92
4523,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 77,,China,33.62,103.92
4524,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 78,,China,33.67,103.92
4525,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 79,,China,33,103.93
4526,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 80,,China,33.13,103.93
4527,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 81,,China,33.17,103.93
4528,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 82,,China,33.23,103.97
4529,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 83,,China,33.28,103.97
4530,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 84,,China,33.3,103.97
4531,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 85,,China,33.32,103.97
4532,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 86,,China,33.48,103.97
4533,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 87,,China,33.62,103.97
4534,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 88,,China,33.15,104.01
4535,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 89,,China,33.18,104.01
4536,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 90,,China,33.38,104.01
4537,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 91,,China,33.55,104.01
4538,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 92,,China,33.33,104.05
4539,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 93,,China,33.63,104.05
4540,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 94,,China,33.18,104.06
4541,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 95,,China,33.25,104.06
4542,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 96,,China,33.27,104.06
4543,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 97,,China,33.6,104.06
4544,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 98,,China,33.67,104.06
4545,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 99,,China,33.02,104.07
4546,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 100,,China,33.15,104.07
4547,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 101,,China,33.27,104.07
4548,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 102,,China,33.33,104.07
4549,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 103,,China,33.35,104.08
4550,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 104,,China,33.38,104.08
4551,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 105,,China,33.02,104.1
4552,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 106,,China,33.07,104.1
4553,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 107,,China,33.13,104.1
4554,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 108,,China,33.33,104.1
4555,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 109,,China,33.03,104.14
4556,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 110,,China,33.13,104.14
4557,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 111,,China,33.57,104.14
4558,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 112,,China,33.42,104.18
4559,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 113,,China,33.43,104.18
4560,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 114,,China,33.2,104.2
4561,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 115,,China,33.38,104.2
4562,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 116,,China,33.33,104.27
4563,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 117,,China,33.33,104.31
4564,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 118,,China,33,104.32
4565,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 119,,China,33.5,104.83
4566,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 120,,China,33.53,104.87
4567,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 121,,China,33.57,104.87
4568,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 122,,China,33.58,104.87
4569,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 123,,China,33.6,104.87
4570,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 124,,China,33.27,104.91
4571,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 125,,China,33.53,104.91
4572,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 126,,China,33.57,104.91
4573,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 127,,China,33.58,104.91
4574,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 128,,China,33.6,104.91
4575,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 129,,China,33.52,104.96
4576,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 130,,China,33.55,104.96
4577,11419,Productivity as related to diversity and age in planted versus natural forests,Nanping Sichuan 131,,China,33.57,104.96
4578,11419,Productivity as related to diversity and age in planted versus natural forests,Napo Guangxi ,,China,23.13,105.57
4579,11419,Productivity as related to diversity and age in planted versus natural forests,Napo Guangxi 1,,China,23,105.86
4580,11419,Productivity as related to diversity and age in planted versus natural forests,Napo Guangxi 2,,China,23.07,105.92
4581,11419,Productivity as related to diversity and age in planted versus natural forests,Nayong Guizhou ,,China,26.7,105.9
4582,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan ,,China,27.6,100.3
4583,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 1,,China,27.45,100.48
4584,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 2,,China,27.67,100.48
4585,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 3,,China,27.02,100.53
4586,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 4,,China,27.38,100.54
4587,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 5,,China,27.53,100.54
4588,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 6,,China,27.67,100.54
4589,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 7,,China,27.67,100.6
4590,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 8,,China,27.75,100.6
4591,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 9,,China,27.02,100.65
4592,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 10,,China,27.1,100.65
4593,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 11,,China,27.67,100.66
4594,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 12,,China,27.02,100.71
4595,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 13,,China,27.17,100.72
4596,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 14,,China,27.23,100.72
4597,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 15,,China,27.32,100.72
4598,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 16,,China,27.45,100.72
4599,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 17,,China,26.8,100.77
4600,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 18,,China,27.23,100.78
4601,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 19,,China,27.67,100.78
4602,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 20,,China,26.8,100.83
4603,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 21,,China,27.02,100.83
4604,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 22,,China,27.17,100.84
4605,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 23,,China,27.23,100.84
4606,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 24,,China,26.73,100.89
4607,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 25,,China,26.88,100.89
4608,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 26,,China,27.32,100.9
4609,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 27,,China,27.45,100.9
4610,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 28,,China,26.8,100.95
4611,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 29,,China,26.88,100.95
4612,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 30,,China,27.02,100.95
4613,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 31,,China,27.23,100.96
4614,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 32,,China,26.88,101.01
4615,11419,Productivity as related to diversity and age in planted versus natural forests,Ninglang Yunnan 33,,China,26.8,101.07
4616,11419,Productivity as related to diversity and age in planted versus natural forests,Ningming Guangxi ,,China,21.85,107.24
4617,11419,Productivity as related to diversity and age in planted versus natural forests,Ningshan Shanxi ,,China,33.2,108.2
4618,11419,Productivity as related to diversity and age in planted versus natural forests,Ningwu Shanxi ,,China,39,112.2
